zipcode,model,order,sorder,trend,AIC,BIC,CV_RMSE
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AF7B6E550>,"(0, 0, 2)","(0, 0, 2, 12)",,108787.57009781423,108803.67187693962,27132108.462833155
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018A93009748>,"(0, 0, 2)","(0, 1, 0, 12)",,4888.199018202856,4898.04862938907,101159.27496974502
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AF70A9C50>,"(0, 0, 2)","(0, 1, 1, 12)",,6174.50282180155,6187.384245101864,6358563487.746989
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018A92FDD9B0>,"(0, 0, 2)","(0, 1, 2, 12)",,4952.028347967054,4967.794805939543,147686531157.45056
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018A92FDD668>,"(0, 0, 2)","(1, 0, 0, 12)",,6222.001579083895,6235.194848550087,94882.07307673946
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018A8C48BEB8>,"(0, 0, 2)","(1, 0, 1, 12)",,47448.354205901946,47464.77022454564,122072.6739075117
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018A8C48B630>,"(0, 0, 2)","(1, 0, 2, 12)",,14166.183822118477,14185.505957068946,33769921.41621173
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018A930099E8>,"(0, 0, 2)","(1, 1, 0, 12)",,4310.149732774772,4323.095500626092,261675.06372099102
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018A884F4C18>,"(0, 0, 2)","(1, 1, 1, 12)",,6034.4075881365525,6050.509367261944,597404.9586274782
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018A884F4438>,"(0, 0, 2)","(1, 1, 2, 12)",,4906.750779299195,4925.6705288661815,18117853995.89217
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018A8C48BD68>,"(0, 0, 2)","(2, 0, 0, 12)",,5272.909368441668,5289.091578255819,668899.220867415
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018A83258CF8>,"(0, 0, 2)","(2, 0, 1, 12)",,16064.80665370066,16084.22530547764,104926007.7348731
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018A83258AC8>,"(0, 0, 2)","(2, 0, 2, 12)",,11028.218522713,11050.761013488547,2902331826.0320487
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AF70DE748>,"(0, 0, 2)","(2, 1, 0, 12)",,4033.257215993175,4049.109635968366,264593.870866092
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018A884F4B70>,"(0, 0, 2)","(2, 1, 1, 12)",,5169.030150837773,5188.053054808002,3886187753.7240677
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018A81792940>,"(0, 0, 2)","(2, 1, 2, 12)",,4896.748174170699,4918.821215332183,26765062.887069136
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018A81792F98>,"(0, 1, 0)","(0, 0, 0, 12)",,3979.731867620777,3983.0789751514944,83117.72610550956
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AF86988D0>,"(0, 1, 0)","(0, 0, 1, 12)",,3650.3093668366882,3656.885900898077,70762.101774785
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AF8698518>,"(0, 1, 0)","(0, 0, 2, 12)",,3397.258719705971,3406.935959727111,25038330.339312997
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AF70DEBA8>,"(0, 1, 0)","(0, 1, 0, 12)",,3630.588825655552,3633.877092686246,85394.94486556345
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AF74FDEB8>,"(0, 1, 0)","(0, 1, 1, 12)",,3421.051885949986,3427.5033792974127,84596.04279242961
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018A92FDD240>,"(0, 1, 0)","(0, 1, 2, 12)",,3211.8610016275734,3221.338167525217,38091573.06962911
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AF86986D8>,"(0, 1, 0)","(1, 0, 0, 12)",,3632.8606113847154,3639.4472210341646,129050.95091169867
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AF7C23908>,"(0, 1, 0)","(1, 0, 1, 12)",,3611.996006573676,3621.8608076657597,51240.84046044885
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AF7C23240>,"(0, 1, 0)","(1, 0, 2, 12)",,3401.1914695480036,3414.0944562428563,25034090.79485738
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AF7CA4320>,"(0, 1, 0)","(1, 1, 0, 12)",,3436.388129314096,3442.850346547805,86397.51904773536
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AF7CA4748>,"(0, 1, 0)","(1, 1, 1, 12)",,3422.0421020279928,3431.7193420491326,85806.63388964818
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AF7C23CF8>,"(0, 1, 0)","(1, 1, 2, 12)",,3210.004152324378,3222.640373521236,25068883.092214637
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AF7BBF8D0>,"(0, 1, 0)","(2, 0, 0, 12)",,3407.341708035759,3417.0350338863227,158283.64686344037
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AF7BBF0F0>,"(0, 1, 0)","(2, 0, 1, 12)",,3408.597483674025,3421.5219181414436,162237.44986420107
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AF7BBFE10>,"(0, 1, 0)","(2, 0, 2, 12)",,3397.1981124847116,3413.3268458532775,25122485.89658435
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AF775DA90>,"(0, 1, 0)","(2, 1, 0, 12)",,3226.836865341522,3236.3312232632925,83575.0472388099
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AF775DB38>,"(0, 1, 0)","(2, 1, 1, 12)",,3221.9616280376194,3234.6207719333133,86955.67686269339
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AF7CA42B0>,"(0, 1, 0)","(2, 1, 2, 12)",,3211.4438031392656,3227.2390796353384,25055485.78830857
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018B0BA7C0F0>,"(0, 1, 1)","(0, 0, 0, 12)",,3803.7777105342357,3810.462379038165,81977.04466839164
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AF775D6D8>,"(0, 1, 1)","(0, 0, 1, 12)",,3391.6932339816167,3401.542845167831,69955.12476022351
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018B0BA7CE10>,"(0, 1, 1)","(0, 0, 2, 12)",,3170.11527197592,3182.9966952762334,25040008.619615823
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018B0BA4CFD0>,"(0, 1, 1)","(0, 1, 0, 12)",,3482.8095296634324,3489.3759371209085,84422.62697077105
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AF7481B70>,"(0, 1, 1)","(0, 1, 1, 12)",,3194.7270230997847,3204.3880905750198,83212.42632195711
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AF7481358>,"(0, 1, 1)","(0, 1, 2, 12)",,3037.3889457115893,3050.0021120895804,37850991.75914887
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018B0BA7C588>,"(0, 1, 1)","(1, 0, 0, 12)",,3515.92408471931,3525.8039991934834,86450.67078489265
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AF77685C0>,"(0, 1, 1)","(1, 0, 1, 12)",,3383.361587243775,3396.494402158727,140006.17461353718
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AF77680B8>,"(0, 1, 1)","(1, 0, 2, 12)",,3167.4493086150133,3183.551087740405,25062976.760666553
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018B0BA4CB70>,"(0, 1, 1)","(1, 1, 0, 12)",,3276.949343014465,3286.6426688650286,84136.5148181772
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AF77FC4A8>,"(0, 1, 1)","(1, 1, 1, 12)",,3243.45351759373,3256.334940894043,83264.1675473726
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AF77FCAC8>,"(0, 1, 1)","(1, 1, 2, 12)",,2993.6010925479304,3009.367550520419,25071299.30802209
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AF7768A20>,"(0, 1, 1)","(2, 0, 0, 12)",,3206.531246789661,3219.4556812570795,127685.06998921503
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AC0F231D0>,"(0, 1, 1)","(2, 0, 1, 12)",,3200.7312106510003,3216.886753735273,142787.70731027608
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AC0F23518>,"(0, 1, 1)","(2, 0, 2, 12)",,3165.6891153463225,3185.0112502967922,25038190.924802102
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AED66A5C0>,"(0, 1, 1)","(2, 1, 0, 12)",,3071.7783057834213,3084.437449679115,82233.096903391
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AED66AE48>,"(0, 1, 1)","(2, 1, 1, 12)",,3073.6129970685497,3089.4369269381673,83296.40560168918
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AED66A5F8>,"(0, 1, 1)","(2, 1, 2, 12)",,2994.332605507064,3013.2523550740507,25058132.259137742
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018B0A0EA5C0>,"(0, 1, 2)","(0, 0, 0, 12)",,3471.1780111487774,3481.1906253878815,79836.91356988269
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AF77FC5F8>,"(0, 1, 2)","(0, 0, 1, 12)",,3209.7984679656606,3222.9109266025825,69621.16094288997
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AC0F237F0>,"(0, 1, 2)","(0, 0, 2, 12)",,3008.0865450555516,3024.1612238435964,25041179.411231745
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AF7BFF160>,"(0, 1, 2)","(0, 1, 0, 12)",,3310.515871361941,3320.3502153396325,82774.4497067745
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018B0A0EA7B8>,"(0, 1, 2)","(0, 1, 1, 12)",,3030.1332508744476,3042.9929939048834,13109179277.893879
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AC0F23278>,"(0, 1, 2)","(0, 1, 2, 12)",,2833.8264601324654,2849.5639325165325,38151690.420362346
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018ADC048978>,"(0, 1, 2)","(1, 0, 0, 12)",,3323.89473587877,3337.067955177668,80153.93100293908
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AF7C3F588>,"(0, 1, 2)","(1, 0, 1, 12)",,3203.9543792048635,3220.344952501016,133538.93641505425
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AF7C3FD30>,"(0, 1, 2)","(1, 0, 2, 12)",,3003.08545339637,3022.375067942024,25147053.250937626
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AF7BD7940>,"(0, 1, 2)","(1, 1, 0, 12)",,3268.061866116529,3280.9863005839475,82618.84731769981
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AF7BD7198>,"(0, 1, 2)","(1, 1, 1, 12)",,3169.7344387625167,3185.8091175505615,2.18160072966407e+28
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AF7C3F320>,"(0, 1, 2)","(1, 1, 2, 12)",,2835.803520991749,2854.68848785263,25072013.810850866
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AF736E860>,"(0, 1, 2)","(2, 0, 0, 12)",,3050.5928766946113,3066.748419778884,124424.99660297688
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AF736EA58>,"(0, 1, 2)","(2, 0, 1, 12)",,3050.9072853192197,3070.293937020347,125133.55008189085
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AF7BD7BA8>,"(0, 1, 2)","(2, 0, 2, 12)",,3004.926810045099,3027.431360348362,25109239.38077869
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018A873CE550>,"(0, 1, 2)","(2, 1, 0, 12)",,2883.8886179579376,2899.712547827555,81655.87911944388
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AF736E908>,"(0, 1, 2)","(2, 1, 1, 12)",,3013.2796410143783,3032.2683568579196,81796.08719142945
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AF7BD79B0>,"(0, 1, 2)","(2, 1, 2, 12)",,2964.3978863374996,2986.430347675194,25052088.51737254
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AF73FC400>,"(1, 0, 0)","(0, 0, 0, 12)",,3936.8201130478283,3943.5238293147804,98320.75669202914
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AF750CD30>,"(1, 0, 0)","(0, 0, 1, 12)",,3644.357799315716,3654.2377137898893,93033.08322048721
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AF750C0B8>,"(1, 0, 0)","(0, 0, 2, 12)",,3413.559943610664,3426.4843780780825,25072428.749694794
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AF7E01780>,"(1, 0, 0)","(0, 1, 0, 12)",,3649.45491302332,3656.041522672769,134587.3677190582
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AF7E01048>,"(1, 0, 0)","(0, 1, 1, 12)",,3440.8915698274413,3450.584895678005,133541.36314190825
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AF750CBE0>,"(1, 0, 0)","(0, 1, 2, 12)",,3231.269105837847,3243.9282497335407,1.881331193967178e+52
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AE081DB00>,"(1, 0, 0)","(1, 0, 0, 12)",,3638.2283477539704,3648.1082622281438,118436.87103900283
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AE081DCC0>,"(1, 0, 0)","(1, 0, 1, 12)",,3645.6755685755006,3658.8487878743986,117458.48080016272
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AE081D9E8>,"(1, 0, 0)","(1, 0, 2, 12)",,3539.6732707397496,3555.8288138240223,25111923.783113595
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018B755C2A20>,"(1, 0, 0)","(1, 1, 0, 12)",,3438.1617313287034,3447.855057179267,173561.14085697845
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018B755C2D30>,"(1, 0, 0)","(1, 1, 1, 12)",,3441.8618464385145,3454.786280905933,171613.38674090398
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AF7E01D68>,"(1, 0, 0)","(1, 1, 2, 12)",,3229.9515345547375,3245.775464424355,4.654918415931841e+146
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018B692DBD30>,"(1, 0, 0)","(2, 0, 0, 12)",,3410.161050400789,3423.0854848682075,104122.80514499138
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018B692DBBA8>,"(1, 0, 0)","(2, 0, 1, 12)",,3463.7198875286877,3479.8754306129604,99439.48128671813
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018B755C2710>,"(1, 0, 0)","(2, 0, 2, 12)",,3416.7596846667575,3436.146336367885,25060020.189807367
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018B609BDE10>,"(1, 0, 0)","(2, 1, 0, 12)",,3229.2467698274095,3241.9059137231034,197116.88096083424
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018B692DBDA0>,"(1, 0, 0)","(2, 1, 1, 12)",,3232.181212393134,3248.0051422627516,337101.9612703275
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018B5B0BDD30>,"(1, 0, 0)","(2, 1, 2, 12)",,3223.3968319140367,3242.385547757578,25251919.639018834
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018B5B0BDB70>,"(1, 0, 1)","(0, 0, 0, 12)",,3758.3428385963575,3768.38416118851,97578.40841711173
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018B363A3780>,"(1, 0, 1)","(0, 0, 1, 12)",,3528.1052184176524,3541.2582865404306,93086.08920243043
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018B363A3668>,"(1, 0, 1)","(0, 0, 2, 12)",,3542.887349738007,3559.0160831065728,25150996.37824279
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018B609BDDD8>,"(1, 0, 1)","(0, 1, 0, 12)",,3711.7576483203347,3721.6224494124185,132027.42130314905
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AF7B18BE0>,"(1, 0, 1)","(0, 1, 1, 12)",,3207.850330600724,3220.753317295577,3087485775.6897492
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AF7B18C88>,"(1, 0, 1)","(0, 1, 2, 12)",,3027.93970934623,3043.7349858423026,916474328.6321138
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018B363A3518>,"(1, 0, 1)","(1, 0, 0, 12)",,3567.1267100619284,3580.2999293608264,98123.03625806038
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AF72F5C50>,"(1, 0, 1)","(1, 0, 1, 12)",,3530.108814480629,3546.5501496341017,93096.07548280775
20002,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x0000018AF72F5978>,"(1, 0, 1)","(1, 0, 2, 12)",,3317.4611309929533,3336.8156110352325,25080131.891134057
