zipcode,model,order,sorder,trend,AIC,BIC,CV_RMSE
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A54CAECBE0>,"(0, 0, 2)","(1, 0, 2, 12)",,11405.249085605177,11424.571220555647,329377.13650075754
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A54E64F080>,"(0, 0, 2)","(1, 1, 0, 12)",,4142.303158795725,4155.248926647045,35873.58546543619
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A54E64F470>,"(0, 0, 2)","(1, 1, 1, 12)",,5671.320328331597,5687.422107456989,981373738.1946225
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A54CAEC860>,"(0, 0, 2)","(1, 1, 2, 12)",,4655.457754855373,4674.37750442236,299654.6941723754
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A54E64F6D8>,"(0, 0, 2)","(2, 0, 0, 12)",,4884.185073758197,4900.367283572347,226887.3687525781
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A54E682908>,"(0, 0, 2)","(2, 0, 1, 12)",,25547.79015282111,25567.208804598093,7428122.705489044
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A54E682BE0>,"(0, 0, 2)","(2, 0, 2, 12)",,8522.936422483614,8545.478913259161,4.5057112956633654e+24
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A54E6C7048>,"(0, 0, 2)","(2, 1, 0, 12)",,3878.8553515139633,3894.7077714891543,41725.4564819729
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A54E6C7390>,"(0, 0, 2)","(2, 1, 1, 12)",,4828.280767368861,4847.30367133909,1396068890.9901354
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A54E682F28>,"(0, 0, 2)","(2, 1, 2, 12)",,4651.491408712743,4673.564449874227,34437658.19927037
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A550FC5080>,"(0, 1, 0)","(0, 0, 0, 12)",,3801.5434933438737,3804.890600874591,48743.359513532334
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A550FC54E0>,"(0, 1, 0)","(0, 0, 1, 12)",,3578.091719532457,3584.6682535938457,42621.21316636943
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A550FC5780>,"(0, 1, 0)","(0, 0, 2, 12)",,3323.0027785944994,3332.6800186156393,285904.3766402365
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A5510074E0>,"(0, 1, 0)","(0, 1, 0, 12)",,3578.9450272086788,3582.233294239373,41798.1698749355
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A551007550>,"(0, 1, 0)","(0, 1, 1, 12)",,3374.880105139064,3381.3315984864907,47008.65138668097
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A550FC5B00>,"(0, 1, 0)","(0, 1, 2, 12)",,3157.155583648215,3166.6327495458586,314775.465346541
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A551007898>,"(0, 1, 0)","(1, 0, 0, 12)",,3548.9925564960695,3555.5791661455187,55734.042063762994
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A559474278>,"(0, 1, 0)","(1, 0, 1, 12)",,3526.896829736083,3536.7616308281667,52775.06766448631
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A559474CC0>,"(0, 1, 0)","(1, 0, 2, 12)",,3323.611927767628,3336.5149144624806,286988.20151201537
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A560B440F0>,"(0, 1, 0)","(1, 1, 0, 12)",,3392.340518810348,3398.802736044057,58793.249405057
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A560B44160>,"(0, 1, 0)","(1, 1, 1, 12)",,3372.600999099641,3382.2782391207807,60808.605828163694
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A560B44518>,"(0, 1, 0)","(1, 1, 2, 12)",,3171.2896665734543,3183.9258877703123,165851137.49102142
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A560BA2128>,"(0, 1, 0)","(2, 0, 0, 12)",,3335.619089941164,3345.3124157917277,62574.84467707266
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A560BA2278>,"(0, 1, 0)","(2, 0, 1, 12)",,3332.1101783860427,3345.034612853461,58560.53828966344
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A560BA2630>,"(0, 1, 0)","(2, 0, 2, 12)",,3324.1899799906223,3340.318713359188,285820.0679024154
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A568E9D358>,"(0, 1, 0)","(2, 1, 0, 12)",,3180.3210988813144,3189.815456803085,29585.406608824815
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A568E9D2E8>,"(0, 1, 0)","(2, 1, 1, 12)",,3180.22941590988,3192.888559805574,28925.912104120835
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A568E9DB70>,"(0, 1, 0)","(2, 1, 2, 12)",,3171.575569941043,3187.3708464371157,6954012977898.204
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A568E9D7F0>,"(0, 1, 1)","(0, 0, 0, 12)",,3515.9294944167095,3522.614162920639,47931.751561763784
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A56A7475F8>,"(0, 1, 1)","(0, 0, 1, 12)",,3262.081515604332,3271.931126790546,39234.08710198025
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A56A747BE0>,"(0, 1, 1)","(0, 0, 2, 12)",,3074.4370057010774,3087.3184290013905,281880.81662640924
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A560B44C18>,"(0, 1, 1)","(0, 1, 0, 12)",,3426.587873607703,3433.154281065179,43321.102946383005
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A56A785240>,"(0, 1, 1)","(0, 1, 1, 12)",,3139.0416821490567,3148.7027496242918,47908.2090523602
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A56A7857F0>,"(0, 1, 1)","(0, 1, 2, 12)",,2921.9587282952266,2934.5718946732177,110038545.12620023
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A56C047198>,"(0, 1, 1)","(1, 0, 0, 12)",,3351.693967608395,3361.573882082568,46937.088333950305
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A56C047A58>,"(0, 1, 1)","(1, 0, 1, 12)",,3262.7277950082166,3275.860609923169,45627.665782639495
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A56C047780>,"(0, 1, 1)","(1, 0, 2, 12)",,3075.370226097368,3091.4720052227594,284205.59591397014
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A56C06E0F0>,"(0, 1, 1)","(1, 1, 0, 12)",,3220.2204089710367,3229.9137348216004,47166.25247537668
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A56C06E518>,"(0, 1, 1)","(1, 1, 1, 12)",,3183.862641741206,3196.744065041519,44732.000652644885
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A56C047F98>,"(0, 1, 1)","(1, 1, 2, 12)",,2923.8864526917378,2939.6529106642265,42513993752.474495
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A56C06E710>,"(0, 1, 1)","(2, 0, 0, 12)",,3112.140990819298,3125.0654252867166,61093.99214631992
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A571130198>,"(0, 1, 1)","(2, 0, 1, 12)",,3106.758079841273,3122.9136229255455,48578.567323165735
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A571130AC8>,"(0, 1, 1)","(2, 0, 2, 12)",,3076.151565787005,3095.473700737475,289976.37978291337
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A571181080>,"(0, 1, 1)","(2, 1, 0, 12)",,2966.890926063129,2979.550069958823,52707.526137584835
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A571181390>,"(0, 1, 1)","(2, 1, 1, 12)",,2963.28333292712,2979.1072627967374,62771.17747925971
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A571130668>,"(0, 1, 1)","(2, 1, 2, 12)",,2927.0908002594188,2946.0105498264056,8708413800352.209
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A5711A80B8>,"(0, 1, 2)","(0, 0, 0, 12)",,3293.542156765606,3303.55477100471,47441.618165328255
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A5711A8518>,"(0, 1, 2)","(0, 0, 1, 12)",,3139.8177963606627,3152.9302549975846,43793.99631245698
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A5711A8908>,"(0, 1, 2)","(0, 0, 2, 12)",,2894.430139493661,2910.504818281706,278052.1429177299
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A5711EA400>,"(0, 1, 2)","(0, 1, 0, 12)",,3237.540674558343,3247.3750185360345,45522.108944650114
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A5711EA160>,"(0, 1, 2)","(0, 1, 1, 12)",,3015.920650677497,3028.780393707933,44516.96573913525
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A5711A8898>,"(0, 1, 2)","(0, 1, 2, 12)",,2755.4635460426916,2771.2010184267588,6781513556.6838
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A4EA640DA0>,"(0, 1, 2)","(1, 0, 0, 12)",,3160.3264641740807,3173.4996834729786,47372.31481448382
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A4ACA9CB00>,"(0, 1, 2)","(1, 0, 1, 12)",,3141.434847807197,3157.8254211033495,41614.014571791515
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A4DEB4BEB8>,"(0, 1, 2)","(1, 0, 2, 12)",,2896.42320413726,2915.712818682914,276531.1514948709
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A512221940>,"(0, 1, 2)","(1, 1, 0, 12)",,3007.652451472194,3020.5768859396126,47878.5053889459
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A5122215C0>,"(0, 1, 2)","(1, 1, 1, 12)",,2965.677815984286,2981.752494772331,45679.34380923342
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A51A6C7B00>,"(0, 1, 2)","(1, 1, 2, 12)",,2755.560929793304,2774.4458966541847,1986748688075.7532
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A53D0DA4E0>,"(0, 1, 2)","(2, 0, 0, 12)",,2942.8515308725437,2959.0070739568164,47919.9243543904
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A53D0DADA0>,"(0, 1, 2)","(2, 0, 1, 12)",,2944.712008382454,2964.0986600835813,34241.8767531157
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A54A207208>,"(0, 1, 2)","(2, 0, 2, 12)",,2897.8340556521107,2920.3386059553736,319539.8779610947
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A560BA2CC0>,"(0, 1, 2)","(2, 1, 0, 12)",,2939.5512395397864,2955.375169409404,43302.91802665817
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A560BA26D8>,"(0, 1, 2)","(2, 1, 1, 12)",,2941.5521755601794,2960.5408914037207,45296.39920328779
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A51114BF28>,"(0, 1, 2)","(2, 1, 2, 12)",,2886.219750533376,2908.2522118710704,7052805698713.34
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A54A21FA90>,"(1, 0, 0)","(0, 0, 0, 12)",,3813.7911943772683,3820.4949106442205,39094.69378800965
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A50E12B4E0>,"(1, 0, 0)","(0, 0, 1, 12)",,3541.4607847592124,3551.3406992333857,33018.512206976346
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A53D05C8D0>,"(1, 0, 0)","(0, 0, 2, 12)",,3344.117331143483,3357.0417656109016,279484.94807556004
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A4A1172EB8>,"(1, 0, 0)","(0, 1, 0, 12)",,3597.8584292989117,3604.445038948361,98102.06776808151
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A5416FCF28>,"(1, 0, 0)","(0, 1, 1, 12)",,3394.777585820024,3404.4709116705876,94087.59454888372
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A54CAECB38>,"(1, 0, 0)","(0, 1, 2, 12)",,3183.912436567623,3196.571580463317,359844.11603071284
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A5594740F0>,"(1, 0, 0)","(1, 0, 0, 12)",,3554.1751596205604,3564.0550740947338,192079.46574648263
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A5416FCBE0>,"(1, 0, 0)","(1, 0, 1, 12)",,3550.8955648157817,3564.0687841146796,32985.01656805433
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A56A785FD0>,"(1, 0, 0)","(1, 0, 2, 12)",,3427.9781024983104,3444.133645582583,270822.4077703812
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A5711815F8>,"(1, 0, 0)","(1, 1, 0, 12)",,3394.551092060812,3404.244417911376,114745.11052463682
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A56A785160>,"(1, 0, 0)","(1, 1, 1, 12)",,3394.3403557048073,3407.2647901722257,97971.07835784952
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A56C047588>,"(1, 0, 0)","(1, 1, 2, 12)",,3227.974359244585,3243.7982891142024,397463.4381367547
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A4EA6735C0>,"(1, 0, 0)","(2, 0, 0, 12)",,3340.2112213877313,3353.1356558551497,65582.00892602549
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A560B44BA8>,"(1, 0, 0)","(2, 0, 1, 12)",,3342.1401612727705,3358.295704357043,28536.62453255591
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A56C06E7B8>,"(1, 0, 0)","(2, 0, 2, 12)",,3427.776185241431,3447.1628369425584,449512.7316276369
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A5711A83C8>,"(1, 0, 0)","(2, 1, 0, 12)",,3182.620019326783,3195.279163222477,72820.501323053
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A56A747E48>,"(1, 0, 0)","(2, 1, 1, 12)",,3184.621063739528,3200.4449936091455,148068.64886431204
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A53D09E668>,"(1, 0, 0)","(2, 1, 2, 12)",,3373.4022671128187,3392.39098295636,396449.4905012994
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A551007E10>,"(1, 0, 1)","(0, 0, 0, 12)",,3625.1979294443436,3635.239252036496,38138.88608792905
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A54171A588>,"(1, 0, 1)","(0, 0, 1, 12)",,3406.7132027815023,3419.8662709042806,30488.83109515236
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A51112EB00>,"(1, 0, 1)","(0, 0, 2, 12)",,3204.9262919060493,3221.055025274615,279330.36793075583
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A4FD823828>,"(1, 0, 1)","(0, 1, 0, 12)",,3492.379554760406,3502.2443558524897,99765.1734158732
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A58D36F400>,"(1, 0, 1)","(0, 1, 1, 12)",,3152.142938019465,3165.0459247143176,106711.27159210008
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A58D36FA58>,"(1, 0, 1)","(0, 1, 2, 12)",,2988.684203121158,3004.479479617231,535139040.3730778
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A58D36F208>,"(1, 0, 1)","(1, 0, 0, 12)",,3440.3558321373466,3453.5290514362446,37343.797670982865
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A596484470>,"(1, 0, 1)","(1, 0, 1, 12)",,3408.642051433151,3425.083386586624,30487.41377556976
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A5964847F0>,"(1, 0, 1)","(1, 0, 2, 12)",,3207.0950887854933,3226.4495688277725,276991.103497706
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A596484780>,"(1, 0, 1)","(1, 1, 0, 12)",,3218.1636965075504,3231.088130974969,102200.60284088926
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A5964C5780>,"(1, 0, 1)","(1, 1, 1, 12)",,3200.642040494452,3216.770773863018,117334.14079973762
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A5964C5A20>,"(1, 0, 1)","(1, 1, 2, 12)",,2997.6408129946876,3016.5951447899747,8.699747944681054e+25
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A58D36FE80>,"(1, 0, 1)","(2, 0, 0, 12)",,3131.7647935844843,3147.920336668757,876818.7539418502
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A59A433160>,"(1, 0, 1)","(2, 0, 1, 12)",,3226.1891884021206,3245.575840103248,27568.108680502708
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A59A4339E8>,"(1, 0, 1)","(2, 0, 2, 12)",,3433.302637469862,3455.8828641858545,283070.95490040374
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A59BE13080>,"(1, 0, 1)","(2, 1, 0, 12)",,3015.179500840052,3031.0034307096694,103651.57683952623
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A59BE13390>,"(1, 0, 1)","(2, 1, 1, 12)",,3016.3038221170846,3035.292537960626,129308.01001100877
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A59A433FD0>,"(1, 0, 1)","(2, 1, 2, 12)",,3206.249745736817,3228.363132831319,6.7096777602507206e+69
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A596484668>,"(1, 0, 2)","(0, 0, 0, 12)",,3306.406000063857,3319.775337071716,37594.29173341938
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A59BE43518>,"(1, 0, 2)","(0, 0, 1, 12)",,3347.5434022422814,3363.959420885971,31208.63686354528
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A59BE435C0>,"(1, 0, 2)","(0, 0, 2, 12)",,4062.0425227695778,4081.364657720048,338424.3533742264
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A5A2C6F1D0>,"(1, 0, 2)","(0, 1, 0, 12)",,3315.445218748261,3328.5780336632133,100305.79175230519
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A5A2C6F470>,"(1, 0, 2)","(0, 1, 1, 12)",,2981.1433520099326,2997.2451311353243,113482.97332007706
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A59BE43048>,"(1, 0, 2)","(0, 1, 2, 12)",,3272.701282094229,3291.621031661216,200953882.09358728
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A5A2C96320>,"(1, 0, 2)","(1, 0, 0, 12)",,3387.6745498476284,3404.141073971251,47119.18493786955
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A5A2C96E10>,"(1, 0, 2)","(1, 0, 1, 12)",,3351.3072929881073,3371.006515360535,31068.58124933053
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A5A2C6FEB8>,"(1, 0, 2)","(1, 0, 2, 12)",,3154.1917369359967,3176.734227711545,273178.8340535986
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A5A2CD7668>,"(1, 0, 2)","(1, 1, 0, 12)",,3143.439591845921,3159.5951349301936,103324.97127989712
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A5A2C6F780>,"(1, 0, 2)","(1, 1, 1, 12)",,3113.7777955340343,3133.0999304845045,97278.01449398107
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A5A2D07668>,"(1, 0, 2)","(1, 1, 2, 12)",,3183.508387041059,3205.5814282025435,2.5452848383289318e+33
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A5A2D07898>,"(1, 0, 2)","(2, 0, 0, 12)",,3183.1844077353426,3202.57105943647,216256.64156055258
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A5A2CD7240>,"(1, 0, 2)","(2, 0, 1, 12)",,3563.905033109373,3586.5227934273553,35309.11383687056
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A5A2C6FF60>,"(1, 0, 2)","(2, 0, 2, 12)",,3339.5650956547015,3365.3279422553283,289517.2349539317
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A5A7C4C080>,"(1, 0, 2)","(2, 1, 0, 12)",,2831.9723676758003,2850.9610835193416,143240.66921394394
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A5A7F29438>,"(1, 0, 2)","(2, 1, 1, 12)",,2948.9548917796524,2971.108393597117,78196.59419299079
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A5A7F29518>,"(1, 0, 2)","(2, 1, 2, 12)",,2915.92546306841,2941.151795824392,473954.0522078305
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A5A7F29630>,"(1, 1, 0)","(0, 0, 0, 12)",,3219.7439591031007,3226.4381741645357,65429.48233818021
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A5A7F66320>,"(1, 1, 0)","(0, 0, 1, 12)",,3052.220398632945,3062.085199725029,67793.9666094513
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A5A7F29E48>,"(1, 1, 0)","(0, 0, 2, 12)",,2831.6488641499764,2844.551850844829,312008.1583726273
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A5A7F66518>,"(1, 1, 0)","(0, 1, 0, 12)",,3196.594519167882,3203.171053229271,121329.99649991568
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A5A7F7F7F0>,"(1, 1, 0)","(0, 1, 1, 12)",,2986.496494458359,2996.1737344794988,109066.15046414813
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A5A7F7FA58>,"(1, 1, 0)","(0, 1, 2, 12)",,2757.51436305488,2770.150584251738,1217768.2037702687
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A5A7F66080>,"(1, 1, 0)","(1, 0, 0, 12)",,3044.4107982947125,3054.2755993867963,69439.00895054411
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A5A7F7F588>,"(1, 1, 0)","(1, 0, 1, 12)",,3021.0641873434697,3034.217255466248,67621.02701443378
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A5A2D07DD8>,"(1, 1, 0)","(1, 0, 2, 12)",,2832.21852486722,2848.347258235786,310414.60003477277
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A5AD8EF6D8>,"(1, 1, 0)","(1, 1, 0, 12)",,2980.6438014803152,2990.321041501455,97394.25413911993
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A5AD92D4A8>,"(1, 1, 0)","(1, 1, 1, 12)",,2978.9540700500465,2991.857056744899,96738.14238849163
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A5AD8EFF60>,"(1, 1, 0)","(1, 1, 2, 12)",,2727.607928951973,2743.403205448046,1096857279.0252717
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A5AD92D828>,"(1, 1, 0)","(2, 0, 0, 12)",,2836.9100470896965,2849.813033784549,60136.098493645724
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A5AD94F438>,"(1, 1, 0)","(2, 0, 1, 12)",,2837.5978687266997,2853.7266020952657,71129.36899337059
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A5AD94FA58>,"(1, 1, 0)","(2, 0, 2, 12)",,2840.246191247821,2859.6006712901003,303886.4442059181
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A5AD8EF1D0>,"(1, 1, 0)","(2, 1, 0, 12)",,2743.515395842223,2756.151617039081,93480.09444302968
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A5B2D79208>,"(1, 1, 0)","(2, 1, 1, 12)",,2744.6273379394634,2760.422614435536,77692.90853261808
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A5B2D79C88>,"(1, 1, 0)","(2, 1, 2, 12)",,2744.7515451198315,2763.7058769151186,141576050689891.88
20032,<statsmodels.tsa.statespace.sarimax.SARIMAXResultsWrapper object at 0x000002A5AD94F7B8>,"(1, 1, 1)","(0, 0, 0, 12)",,3117.326676937807,3127.3536796937015,59923.41716876558
