zipcode,order,sorder,trend,AIC,BIC,CVRMSE
20019,"(1, 0, 2)","(1, 0, 0, 12)",,3213.1,3229.6,41047.3
20019,"(1, 0, 2)","(1, 0, 1, 12)",,3331.0,3350.7,39132.1
20019,"(1, 0, 2)","(1, 0, 2, 12)",,3134.5,3157.1,25062691.9
20019,"(1, 0, 2)","(1, 1, 0, 12)",,3109.1,3125.3,60263.5
20019,"(1, 0, 2)","(1, 1, 1, 12)",,3059.5,3078.8,78291.6
20019,"(1, 0, 2)","(1, 1, 2, 12)",,2852.7,2874.7,1633943318.4
20019,"(1, 0, 2)","(2, 0, 0, 12)",,3103.8,3123.2,40981.8
20019,"(1, 0, 2)","(2, 0, 1, 12)",,3140.5,3163.1,47953.1
20019,"(1, 0, 2)","(2, 0, 2, 12)",,3155.4,3181.2,25074851.5
20019,"(1, 0, 2)","(2, 1, 0, 12)",,2891.5,2910.5,87214.1
20019,"(1, 0, 2)","(2, 1, 1, 12)",,2896.1,2918.3,70033.7
20019,"(1, 0, 2)","(2, 1, 2, 12)",,2867.0,2892.3,2459457184.2
20019,"(1, 1, 0)","(0, 0, 0, 12)",,3069.0,3075.7,40563.1
20019,"(1, 1, 0)","(0, 0, 1, 12)",,2909.3,2919.1,47208.2
20019,"(1, 1, 0)","(0, 0, 2, 12)",,2733.3,2746.2,25047850.3
20019,"(1, 1, 0)","(0, 1, 0, 12)",,3068.5,3075.1,38026.7
20019,"(1, 1, 0)","(0, 1, 1, 12)",,2848.2,2857.9,37838.6
20019,"(1, 1, 0)","(0, 1, 2, 12)",,2625.7,2638.3,30855309.1
20019,"(1, 1, 0)","(1, 0, 0, 12)",,2895.8,2905.7,47892.7
20019,"(1, 1, 0)","(1, 0, 1, 12)",,2895.6,2908.7,48695.1
20019,"(1, 1, 0)","(1, 0, 2, 12)",,2725.1,2741.3,25051851.0
20019,"(1, 1, 0)","(1, 1, 0, 12)",,2818.1,2827.8,73338.3
20019,"(1, 1, 0)","(1, 1, 1, 12)",,2818.3,2831.2,72296.2
20019,"(1, 1, 0)","(1, 1, 2, 12)",,2640.3,2656.1,25224268.0
20019,"(1, 1, 0)","(2, 0, 0, 12)",,2731.9,2744.8,51178.4
20019,"(1, 1, 0)","(2, 0, 1, 12)",,2726.5,2742.6,53718.1
20019,"(1, 1, 0)","(2, 0, 2, 12)",,2726.4,2745.8,25049469.7
20019,"(1, 1, 0)","(2, 1, 0, 12)",,2630.1,2642.7,86489.3
20019,"(1, 1, 0)","(2, 1, 1, 12)",,2631.8,2647.6,86488.6
20019,"(1, 1, 0)","(2, 1, 2, 12)",,2633.8,2652.7,45870079.5
20019,"(1, 1, 1)","(0, 0, 0, 12)",,2983.5,2993.6,42527.2
20019,"(1, 1, 1)","(0, 0, 1, 12)",,2825.4,2838.6,48042.4
20019,"(1, 1, 1)","(0, 0, 2, 12)",,2656.1,2672.2,25038547.9
20019,"(1, 1, 1)","(0, 1, 0, 12)",,3006.5,3016.3,38289.6
20019,"(1, 1, 1)","(0, 1, 1, 12)",,2709.4,2722.3,41259.0
20019,"(1, 1, 1)","(0, 1, 2, 12)",,2524.8,2540.6,30246960.3
20019,"(1, 1, 1)","(1, 0, 0, 12)",,2833.8,2846.9,49952.4
20019,"(1, 1, 1)","(1, 0, 1, 12)",,2816.9,2833.3,47598.1
20019,"(1, 1, 1)","(1, 0, 2, 12)",,2656.2,2675.6,25041276.1
20019,"(1, 1, 1)","(1, 1, 0, 12)",,2792.4,2805.3,57200.5
20019,"(1, 1, 1)","(1, 1, 1, 12)",,2701.8,2717.9,49984.0
20019,"(1, 1, 1)","(1, 1, 2, 12)",,2526.2,2545.1,25204811.3
20019,"(1, 1, 1)","(2, 0, 0, 12)",,2668.0,2684.2,47083.2
20019,"(1, 1, 1)","(2, 0, 1, 12)",,2669.8,2689.1,49246.7
20019,"(1, 1, 1)","(2, 0, 2, 12)",,2656.7,2679.2,25041813.1
20019,"(1, 1, 1)","(2, 1, 0, 12)",,2573.1,2588.9,64046.6
20019,"(1, 1, 1)","(2, 1, 1, 12)",,2570.4,2589.4,63945.1
20019,"(1, 1, 1)","(2, 1, 2, 12)",,2527.6,2549.6,43890991.6
20019,"(1, 1, 2)","(0, 0, 0, 12)",,2968.2,2981.6,42103.1
20019,"(1, 1, 2)","(0, 0, 1, 12)",,2809.8,2826.2,47737.0
20019,"(1, 1, 2)","(0, 0, 2, 12)",,2639.5,2658.8,25038789.7
20019,"(1, 1, 2)","(0, 1, 0, 12)",,2953.1,2966.2,43115.1
20019,"(1, 1, 2)","(0, 1, 1, 12)",,2705.6,2721.7,44827.7
20019,"(1, 1, 2)","(0, 1, 2, 12)",,2496.8,2515.7,30087518.1
20019,"(1, 1, 2)","(1, 0, 0, 12)",,2831.4,2847.8,50030.9
20019,"(1, 1, 2)","(1, 0, 1, 12)",,2800.0,2819.7,48773.2
20019,"(1, 1, 2)","(1, 0, 2, 12)",,2639.9,2662.4,25041169.0
20019,"(1, 1, 2)","(1, 1, 0, 12)",,2789.6,2805.8,49394.4
20019,"(1, 1, 2)","(1, 1, 1, 12)",,2696.5,2715.8,46791.0
20019,"(1, 1, 2)","(1, 1, 2, 12)",,2498.8,2520.8,25207915.2
20019,"(1, 1, 2)","(2, 0, 0, 12)",,2664.4,2683.8,47269.4
20019,"(1, 1, 2)","(2, 0, 1, 12)",,2666.3,2688.9,47342.9
20019,"(1, 1, 2)","(2, 0, 2, 12)",,2640.9,2666.6,25041919.4
20019,"(1, 1, 2)","(2, 1, 0, 12)",,2568.2,2587.2,61912.3
20019,"(1, 1, 2)","(2, 1, 1, 12)",,2543.1,2565.2,70188.3
20019,"(1, 1, 2)","(2, 1, 2, 12)",,2503.7,2528.9,43339266.9
20019,"(2, 0, 0)","(0, 0, 0, 12)",,3071.0,3081.1,57651.4
20019,"(2, 0, 0)","(0, 0, 1, 12)",,3446.5,3459.7,48584.6
20019,"(2, 0, 0)","(0, 0, 2, 12)",,2896.2,2912.3,25064492.7
20019,"(2, 0, 0)","(0, 1, 0, 12)",,3059.6,3069.5,50917.0
20019,"(2, 0, 0)","(0, 1, 1, 12)",,2911.5,2924.5,61955.5
20019,"(2, 0, 0)","(0, 1, 2, 12)",,2823.2,2839.0,25047604.6
20019,"(2, 0, 0)","(1, 0, 0, 12)",,2897.8,2911.0,50710.5
20019,"(2, 0, 0)","(1, 0, 1, 12)",,3036.1,3052.6,64118.4
20019,"(2, 0, 0)","(1, 0, 2, 12)",,3167.6,3187.0,25191930.6
20019,"(2, 0, 0)","(1, 1, 0, 12)",,2819.9,2832.8,34769.5
20019,"(2, 0, 0)","(1, 1, 1, 12)",,2821.5,2837.6,44661.8
20019,"(2, 0, 0)","(1, 1, 2, 12)",,2647.4,2666.4,25030641.5
20019,"(2, 0, 0)","(2, 0, 0, 12)",,2733.9,2750.0,41647.1
20019,"(2, 0, 0)","(2, 0, 1, 12)",,2933.5,2952.9,67966.6
20019,"(2, 0, 0)","(2, 0, 2, 12)",,3330.5,3353.1,25482774.9
20019,"(2, 0, 0)","(2, 1, 0, 12)",,2634.1,2649.9,57776.4
20019,"(2, 0, 0)","(2, 1, 1, 12)",,2622.6,2641.5,39899.9
20019,"(2, 0, 0)","(2, 1, 2, 12)",,2747.6,2769.7,25059218.6
20019,"(2, 0, 1)","(0, 0, 0, 12)",,3058.8,3072.2,53411.1
20019,"(2, 0, 1)","(0, 0, 1, 12)",,3022.9,3039.4,42700.7
20019,"(2, 0, 1)","(0, 0, 2, 12)",,2729.9,2749.2,25037112.7
20019,"(2, 0, 1)","(0, 1, 0, 12)",,3063.7,3076.8,50471.9
20019,"(2, 0, 1)","(0, 1, 1, 12)",,2859.9,2876.1,35460.1
20019,"(2, 0, 1)","(0, 1, 2, 12)",,2757.5,2776.5,25055499.8
20019,"(2, 0, 1)","(1, 0, 0, 12)",,2833.7,2850.1,56480.1
20019,"(2, 0, 1)","(1, 0, 1, 12)",,3009.2,3029.0,46466880.6
20019,"(2, 0, 1)","(1, 0, 2, 12)",,3278.0,3300.6,25118000.3
20019,"(2, 0, 1)","(1, 1, 0, 12)",,2804.9,2821.0,40261.5
20019,"(2, 0, 1)","(1, 1, 1, 12)",,2978.3,2997.6,48667.8
20019,"(2, 0, 1)","(1, 1, 2, 12)",,2694.5,2716.6,25026396.7
20019,"(2, 0, 1)","(2, 0, 0, 12)",,2670.3,2689.6,55769.6
20019,"(2, 0, 1)","(2, 0, 1, 12)",,2806.3,2828.9,1.3949918610487853e+20
20019,"(2, 0, 1)","(2, 0, 2, 12)",,2798.5,2824.3,526476960266.1
20019,"(2, 0, 1)","(2, 1, 0, 12)",,2587.8,2606.7,45122.9
20019,"(2, 0, 1)","(2, 1, 1, 12)",,2582.1,2604.2,37832.7
20019,"(2, 0, 1)","(2, 1, 2, 12)",,2588.3,2613.6,25950683.5
20019,"(2, 0, 2)","(0, 0, 0, 12)",,2985.7,3002.4,56498.9
20019,"(2, 0, 2)","(0, 0, 1, 12)",,2955.0,2974.7,38818.0
20019,"(2, 0, 2)","(0, 0, 2, 12)",,3220.2,3242.8,1.1063889699413476e+57
20019,"(2, 0, 2)","(0, 1, 0, 12)",,3008.5,3024.9,47812.5
20019,"(2, 0, 2)","(0, 1, 1, 12)",,2829.0,2848.3,32214.5
20019,"(2, 0, 2)","(0, 1, 2, 12)",,2713.4,2735.4,25055640.0
20019,"(2, 0, 2)","(1, 0, 0, 12)",,2830.8,2850.5,54358.6
20019,"(2, 0, 2)","(1, 0, 1, 12)",,2904.8,2927.8,58492.9
20019,"(2, 0, 2)","(1, 0, 2, 12)",,2949.4,2975.2,1.2989469906727795e+17
20019,"(2, 0, 2)","(1, 1, 0, 12)",,2798.1,2817.4,36034.0
20019,"(2, 0, 2)","(1, 1, 1, 12)",,3029.1,3051.6,36951.7
20019,"(2, 0, 2)","(1, 1, 2, 12)",,2782.5,2807.7,25032993.6
20019,"(2, 0, 2)","(2, 0, 0, 12)",,2667.5,2690.1,55475.5
20019,"(2, 0, 2)","(2, 0, 1, 12)",,2724.7,2750.5,264475.0
20019,"(2, 0, 2)","(2, 0, 2, 12)",,3376.7,3405.6,25070450.3
20019,"(2, 0, 2)","(2, 1, 0, 12)",,2573.7,2595.8,46233.3
20019,"(2, 0, 2)","(2, 1, 1, 12)",,2668.2,2693.5,87411.5
20019,"(2, 0, 2)","(2, 1, 2, 12)",,2625.4,2653.8,25059322.6
20019,"(2, 1, 0)","(0, 0, 0, 12)",,3002.7,3012.8,38351.5
20019,"(2, 1, 0)","(0, 0, 1, 12)",,2859.5,2872.6,40039.5
20019,"(2, 1, 0)","(0, 0, 2, 12)",,2682.9,2699.0,25027695.3
20019,"(2, 1, 0)","(0, 1, 0, 12)",,3000.1,3009.9,42506.8
20019,"(2, 1, 0)","(0, 1, 1, 12)",,2800.1,2813.0,41470.7
20019,"(2, 1, 0)","(0, 1, 2, 12)",,2576.9,2592.7,31160065.8
20019,"(2, 1, 0)","(1, 0, 0, 12)",,2828.5,2841.6,35093.1
20019,"(2, 1, 0)","(1, 0, 1, 12)",,2828.3,2844.7,35557.3
20019,"(2, 1, 0)","(1, 0, 2, 12)",,2680.6,2700.0,25029564.7
20019,"(2, 1, 0)","(1, 1, 0, 12)",,2744.8,2757.7,48011.2
20019,"(2, 1, 0)","(1, 1, 1, 12)",,2744.9,2761.0,47702.2
20019,"(2, 1, 0)","(1, 1, 2, 12)",,2590.8,2609.7,25117009.0
20019,"(2, 1, 0)","(2, 0, 0, 12)",,2667.0,2683.1,37470.6
20019,"(2, 1, 0)","(2, 0, 1, 12)",,2667.8,2687.1,38241.0
20019,"(2, 1, 0)","(2, 0, 2, 12)",,2667.0,2689.6,25025930.0
20019,"(2, 1, 0)","(2, 1, 0, 12)",,2566.0,2581.8,52526.3
20019,"(2, 1, 0)","(2, 1, 1, 12)",,2541.8,2560.8,54928.1
20019,"(2, 1, 0)","(2, 1, 2, 12)",,2549.6,2571.7,50520263.8
20019,"(2, 1, 1)","(0, 0, 0, 12)",,2984.6,2998.0,36577.6
20019,"(2, 1, 1)","(0, 0, 1, 12)",,2825.3,2841.7,32661.1
20019,"(2, 1, 1)","(0, 0, 2, 12)",,2655.7,2675.1,25026307.3
20019,"(2, 1, 1)","(0, 1, 0, 12)",,2991.8,3004.9,41760.9
20019,"(2, 1, 1)","(0, 1, 1, 12)",,2711.9,2728.0,1.3712703214551116e+28
20019,"(2, 1, 1)","(0, 1, 2, 12)",,2516.3,2535.2,33964615.0
20019,"(2, 1, 1)","(1, 0, 0, 12)",,2813.6,2830.0,36852.6
20019,"(2, 1, 1)","(1, 0, 1, 12)",,2815.4,2835.1,32105.6
20019,"(2, 1, 1)","(1, 0, 2, 12)",,2654.9,2677.4,25042983.8
20019,"(2, 1, 1)","(1, 1, 0, 12)",,2736.9,2753.0,41657.4
20019,"(2, 1, 1)","(1, 1, 1, 12)",,2702.7,2722.0,40931.6
20019,"(2, 1, 1)","(1, 1, 2, 12)",,2516.6,2538.7,25090231.8
20019,"(2, 1, 1)","(2, 0, 0, 12)",,2653.0,2672.3,35096.7
20019,"(2, 1, 1)","(2, 0, 1, 12)",,2654.9,2677.4,39165.9
20019,"(2, 1, 1)","(2, 0, 2, 12)",,2655.9,2681.7,25028690.2
20019,"(2, 1, 1)","(2, 1, 0, 12)",,2554.6,2573.5,52618.7
20019,"(2, 1, 1)","(2, 1, 1, 12)",,2515.8,2537.9,54113.1
20019,"(2, 1, 1)","(2, 1, 2, 12)",,2520.2,2545.5,70396042.6
20019,"(2, 1, 2)","(0, 0, 0, 12)",,2969.7,2986.4,32720.6
20019,"(2, 1, 2)","(0, 0, 1, 12)",,2863.1,2882.7,39064.7
20019,"(2, 1, 2)","(0, 0, 2, 12)",,2640.7,2663.2,25029800.9
20019,"(2, 1, 2)","(0, 1, 0, 12)",,2955.1,2971.5,38903.4
20019,"(2, 1, 2)","(0, 1, 1, 12)",,2700.9,2720.2,47799.1
20019,"(2, 1, 2)","(0, 1, 2, 12)",,2498.4,2520.4,32831364.5
20019,"(2, 1, 2)","(1, 0, 0, 12)",,2817.9,2837.6,33505.7
20019,"(2, 1, 2)","(1, 0, 1, 12)",,2799.4,2822.3,67161.4
20019,"(2, 1, 2)","(1, 0, 2, 12)",,2640.0,2665.7,25028731.2
20019,"(2, 1, 2)","(1, 1, 0, 12)",,2738.9,2758.2,39558.1
20019,"(2, 1, 2)","(1, 1, 1, 12)",,2685.9,2708.4,43101.0
20019,"(2, 1, 2)","(1, 1, 2, 12)",,2500.7,2525.9,25107950.6
20019,"(2, 1, 2)","(2, 0, 0, 12)",,2651.2,2673.8,31427.9
20019,"(2, 1, 2)","(2, 0, 1, 12)",,2653.2,2679.0,31431.3
20019,"(2, 1, 2)","(2, 0, 2, 12)",,2641.8,2670.8,25025973.3
20019,"(2, 1, 2)","(2, 1, 0, 12)",,2553.9,2575.9,47914.3
20019,"(2, 1, 2)","(2, 1, 1, 12)",,2519.2,2544.4,37599.4
20019,"(2, 1, 2)","(2, 1, 2, 12)",,2535.8,2564.2,61075950.3
20001,"(0, 0, 0)","(0, 0, 0, 12)",,5980.0,5983.3,457452.6
20001,"(0, 0, 0)","(0, 0, 1, 12)",,120131.7,120138.3,438372.6
20001,"(0, 0, 0)","(0, 0, 2, 12)",,8820.8,8830.5,25398073.7
20001,"(0, 0, 0)","(0, 1, 0, 12)",,4809.5,4812.8,116060.2
20001,"(0, 0, 0)","(0, 1, 1, 12)",,4532.6,4539.0,116045.1
20001,"(0, 0, 0)","(0, 1, 2, 12)",,4167.3,4176.8,25076910.4
20001,"(0, 0, 0)","(1, 0, 0, 12)",,4788.7,4795.3,144890.5
20001,"(0, 0, 0)","(1, 0, 1, 12)",,4725.1,4735.0,133099.2
20001,"(0, 0, 0)","(1, 0, 2, 12)",,4419.6,4432.5,25128702.3
20001,"(0, 0, 0)","(1, 1, 0, 12)",,4408.4,4414.9,205248.8
20001,"(0, 0, 0)","(1, 1, 1, 12)",,5698.5,5708.2,3952463341.3
20001,"(0, 0, 0)","(1, 1, 2, 12)",,4170.5,4183.2,28885383.0
20001,"(0, 0, 0)","(2, 0, 0, 12)",,4405.9,4415.7,192931.4
20001,"(0, 0, 0)","(2, 0, 1, 12)",,6840.7,6853.7,141358511.8
20001,"(0, 0, 0)","(2, 0, 2, 12)",,6852.1,6868.3,1648452579.6
20001,"(0, 0, 0)","(2, 1, 0, 12)",,4134.8,4144.3,278897.4
20001,"(0, 0, 0)","(2, 1, 1, 12)",,4139.6,4152.3,255685.7
20001,"(0, 0, 0)","(2, 1, 2, 12)",,4816.2,4832.0,243711866.6
20001,"(0, 0, 1)","(0, 0, 0, 12)",,16305.0,16311.7,456718.7
20001,"(0, 0, 1)","(0, 0, 1, 12)",,123551.8,123561.7,440586.9
20001,"(0, 0, 1)","(0, 0, 2, 12)",,123123.3,123136.2,26236083.9
20001,"(0, 0, 1)","(0, 1, 0, 12)",,4651.2,4657.8,114394.6
20001,"(0, 0, 1)","(0, 1, 1, 12)",,7052.0,7061.7,230005.9
20001,"(0, 0, 1)","(0, 1, 2, 12)",,5063.6,5076.3,51199907.2
20001,"(0, 0, 1)","(1, 0, 0, 12)",,5475.7,5485.6,140608.9
20001,"(0, 0, 1)","(1, 0, 1, 12)",,5744.7,5757.8,148228.4
20001,"(0, 0, 1)","(1, 0, 2, 12)",,5256.0,5272.1,27414853.6
20001,"(0, 0, 1)","(1, 1, 0, 12)",,4385.4,4395.1,171944.4
20001,"(0, 0, 1)","(1, 1, 1, 12)",,6271.8,6284.7,82292430485.2
20001,"(0, 0, 1)","(1, 1, 2, 12)",,5050.1,5065.9,1377175458.0
20001,"(0, 0, 1)","(2, 0, 0, 12)",,5289.9,5302.9,245789.1
20001,"(0, 0, 1)","(2, 0, 1, 12)",,5468.9,5485.0,3847722.9
20001,"(0, 0, 1)","(2, 0, 2, 12)",,17296.3,17315.6,88779355311.8
20001,"(0, 0, 1)","(2, 1, 0, 12)",,4108.6,4121.3,250572.5
20001,"(0, 0, 1)","(2, 1, 1, 12)",,5158.2,5174.1,192567.1
20001,"(0, 0, 1)","(2, 1, 2, 12)",,5037.5,5056.4,250891916.4
20001,"(0, 0, 2)","(0, 0, 0, 12)",,9151.9,9161.9,456472.0
20001,"(0, 0, 2)","(0, 0, 1, 12)",,122074.0,122087.2,454755.9
20001,"(0, 0, 2)","(0, 0, 2, 12)",,114413.5,114429.6,1622676955.0
20001,"(0, 0, 2)","(0, 1, 0, 12)",,4592.7,4602.6,113359.9
20001,"(0, 0, 2)","(0, 1, 1, 12)",,6558.3,6571.2,497542.9
20001,"(0, 0, 2)","(0, 1, 2, 12)",,5033.5,5049.2,18563982648.4
20001,"(0, 0, 2)","(1, 0, 0, 12)",,5480.9,5494.1,168806.7
20001,"(0, 0, 2)","(1, 0, 1, 12)",,5694.4,5710.8,146046.2
20001,"(0, 0, 2)","(1, 0, 2, 12)",,5168.0,5187.4,25499654.3
20001,"(0, 0, 2)","(1, 1, 0, 12)",,4378.2,4391.2,152537.6
20001,"(0, 0, 2)","(1, 1, 1, 12)",,6172.2,6188.3,76742195714.2
20001,"(0, 0, 2)","(1, 1, 2, 12)",,5003.9,5022.8,5958615205.3
20001,"(0, 0, 2)","(2, 0, 0, 12)",,5326.6,5342.8,146386.5
20001,"(0, 0, 2)","(2, 0, 1, 12)",,5331.1,5350.5,2545421.6
20001,"(0, 0, 2)","(2, 0, 2, 12)",,15228.8,15251.4,25254187.2
20001,"(0, 0, 2)","(2, 1, 0, 12)",,4097.8,4113.7,567439.5
20001,"(0, 0, 2)","(2, 1, 1, 12)",,5163.7,5182.7,199426.4
20001,"(0, 0, 2)","(2, 1, 2, 12)",,5059.7,5081.8,921119624354.1
20001,"(0, 1, 0)","(0, 0, 0, 12)",,4075.6,4078.9,99536.6
20001,"(0, 1, 0)","(0, 0, 1, 12)",,3814.6,3821.2,117366.9
20001,"(0, 1, 0)","(0, 0, 2, 12)",,3490.8,3500.4,25055968.6
20001,"(0, 1, 0)","(0, 1, 0, 12)",,3789.8,3793.1,122971.2
20001,"(0, 1, 0)","(0, 1, 1, 12)",,3567.1,3573.5,122711.7
20001,"(0, 1, 0)","(0, 1, 2, 12)",,3344.9,3354.3,25206727.3
20001,"(0, 1, 0)","(1, 0, 0, 12)",,3780.7,3787.3,143119.7
20001,"(0, 1, 0)","(1, 0, 1, 12)",,3765.1,3775.0,141888.2
20001,"(0, 1, 0)","(1, 0, 2, 12)",,3523.8,3536.7,25177104.6
20001,"(0, 1, 0)","(1, 1, 0, 12)",,3579.7,3586.1,120813.1
20001,"(0, 1, 0)","(1, 1, 1, 12)",,3562.9,3572.6,126076.8
20001,"(0, 1, 0)","(1, 1, 2, 12)",,3337.0,3349.6,25069898.1
20001,"(0, 1, 0)","(2, 0, 0, 12)",,3564.9,3574.6,151192.3
20001,"(0, 1, 0)","(2, 0, 1, 12)",,3564.9,3577.9,176015.9
20001,"(0, 1, 0)","(2, 0, 2, 12)",,3525.3,3541.5,25094391.4
20001,"(0, 1, 0)","(2, 1, 0, 12)",,3352.8,3362.3,114931.7
20001,"(0, 1, 0)","(2, 1, 1, 12)",,3354.5,3367.2,114160.6
20001,"(0, 1, 0)","(2, 1, 2, 12)",,3324.0,3339.8,25098338.3
20001,"(0, 1, 1)","(0, 0, 0, 12)",,3891.8,3898.5,97791.4
20001,"(0, 1, 1)","(0, 0, 1, 12)",,3539.6,3549.4,96516.5
20001,"(0, 1, 1)","(0, 0, 2, 12)",,3279.1,3292.0,25052681.6
20001,"(0, 1, 1)","(0, 1, 0, 12)",,3628.6,3635.1,123374.4
20001,"(0, 1, 1)","(0, 1, 1, 12)",,3339.4,3349.1,1061705020.5
20001,"(0, 1, 1)","(0, 1, 2, 12)",,3117.8,3130.4,25141245.4
20001,"(0, 1, 1)","(1, 0, 0, 12)",,3613.8,3623.7,95688.5
20001,"(0, 1, 1)","(1, 0, 1, 12)",,3660.6,3673.7,146343.7
20001,"(0, 1, 1)","(1, 0, 2, 12)",,3280.4,3296.5,25073402.1
20001,"(0, 1, 1)","(1, 1, 0, 12)",,3385.7,3395.4,133211.0
20001,"(0, 1, 1)","(1, 1, 1, 12)",,3376.7,3389.6,263879512.4
20001,"(0, 1, 1)","(1, 1, 2, 12)",,3114.9,3130.6,25070522.8
20001,"(0, 1, 1)","(2, 0, 0, 12)",,3340.2,3353.1,123406.3
20001,"(0, 1, 1)","(2, 0, 1, 12)",,3342.2,3358.3,136196.7
20001,"(0, 1, 1)","(2, 0, 2, 12)",,3282.3,3301.6,25075030.3
20001,"(0, 1, 1)","(2, 1, 0, 12)",,3193.2,3205.9,119764.6
20001,"(0, 1, 1)","(2, 1, 1, 12)",,3151.8,3167.6,119619.3
20001,"(0, 1, 1)","(2, 1, 2, 12)",,3116.7,3135.7,25117931.1
20001,"(0, 1, 2)","(0, 0, 0, 12)",,3556.9,3566.9,95492.0
20001,"(0, 1, 2)","(0, 0, 1, 12)",,3320.0,3333.1,93646.7
20001,"(0, 1, 2)","(0, 0, 2, 12)",,3089.8,3105.8,25055514.8
20001,"(0, 1, 2)","(0, 1, 0, 12)",,3519.0,3528.8,123667.5
20001,"(0, 1, 2)","(0, 1, 1, 12)",,3142.1,3155.0,203216554.2
20001,"(0, 1, 2)","(0, 1, 2, 12)",,2930.1,2945.8,30263200761.5
20001,"(0, 1, 2)","(1, 0, 0, 12)",,3410.5,3423.6,137785.2
20001,"(0, 1, 2)","(1, 0, 1, 12)",,3305.2,3321.6,141786.3
20001,"(0, 1, 2)","(1, 0, 2, 12)",,3094.5,3113.8,25066226.3
20001,"(0, 1, 2)","(1, 1, 0, 12)",,3219.7,3232.6,122852.9
20001,"(0, 1, 2)","(1, 1, 1, 12)",,3262.3,3278.3,184689959.1
20001,"(0, 1, 2)","(1, 1, 2, 12)",,2931.8,2950.7,2879708075.2
20001,"(0, 1, 2)","(2, 0, 0, 12)",,3150.5,3166.6,133167.2
20001,"(0, 1, 2)","(2, 0, 1, 12)",,3152.9,3172.3,77967.6
20001,"(0, 1, 2)","(2, 0, 2, 12)",,3097.6,3120.1,25094449.0
20001,"(0, 1, 2)","(2, 1, 0, 12)",,3101.7,3117.5,112628.6
20001,"(0, 1, 2)","(2, 1, 1, 12)",,3103.7,3122.7,126097.3
20001,"(0, 1, 2)","(2, 1, 2, 12)",,3053.1,3075.2,14474970060.6
20001,"(1, 0, 0)","(0, 0, 0, 12)",,4038.6,4045.3,121523.3
20001,"(1, 0, 0)","(0, 0, 1, 12)",,3785.5,3795.4,122574.1
20001,"(1, 0, 0)","(0, 0, 2, 12)",,3663.7,3676.7,25100484.8
20001,"(1, 0, 0)","(0, 1, 0, 12)",,3809.8,3816.3,157130.7
20001,"(1, 0, 0)","(0, 1, 1, 12)",,3597.6,3607.3,154333.9
20001,"(1, 0, 0)","(0, 1, 2, 12)",,3368.3,3380.9,25107717.8
20001,"(1, 0, 0)","(1, 0, 0, 12)",,3768.4,3778.3,144504.3
20001,"(1, 0, 0)","(1, 0, 1, 12)",,3851.5,3864.7,141043.1
20001,"(1, 0, 0)","(1, 0, 2, 12)",,3618.6,3634.8,25080908.5
20001,"(1, 0, 0)","(1, 1, 0, 12)",,3581.1,3590.8,183758.5
20001,"(1, 0, 0)","(1, 1, 1, 12)",,3582.1,3595.0,212055.1
20001,"(1, 0, 0)","(1, 1, 2, 12)",,3352.4,3368.2,25102301.6
20001,"(1, 0, 0)","(2, 0, 0, 12)",,3552.4,3565.4,121323.8
20001,"(1, 0, 0)","(2, 0, 1, 12)",,3628.9,3645.1,167439.9
20001,"(1, 0, 0)","(2, 0, 2, 12)",,3667.3,3686.7,25139101.7
20001,"(1, 0, 0)","(2, 1, 0, 12)",,3354.5,3367.2,11787872.8
20001,"(1, 0, 0)","(2, 1, 1, 12)",,3356.2,3372.0,186053.6
20001,"(1, 0, 0)","(2, 1, 2, 12)",,3454.4,3473.4,820990898.7
20001,"(1, 0, 1)","(0, 0, 0, 12)",,3848.6,3858.6,120143.3
20001,"(1, 0, 1)","(0, 0, 1, 12)",,3690.5,3703.6,122477.9
20001,"(1, 0, 1)","(0, 0, 2, 12)",,3397.2,3413.3,29705194.0
20001,"(1, 0, 1)","(0, 1, 0, 12)",,3815.2,3825.0,154468.4
20001,"(1, 0, 1)","(0, 1, 1, 12)",,3363.5,3376.4,1796084.4
20001,"(1, 0, 1)","(0, 1, 2, 12)",,3452.7,3468.5,25175353.9
20001,"(1, 0, 1)","(1, 0, 0, 12)",,3652.8,3666.0,121314.5
20001,"(1, 0, 1)","(1, 0, 1, 12)",,3624.9,3641.3,123135.6
20001,"(1, 0, 1)","(1, 0, 2, 12)",,3399.2,3418.5,25105792.0
20001,"(1, 0, 1)","(1, 1, 0, 12)",,3420.7,3433.6,158600.8
20001,"(1, 0, 1)","(1, 1, 1, 12)",,3396.0,3412.2,435416135.4
20001,"(1, 0, 1)","(1, 1, 2, 12)",,3254.6,3273.5,994773242.6
20001,"(1, 0, 1)","(2, 0, 0, 12)",,3422.8,3438.9,139855.8
20001,"(1, 0, 1)","(2, 0, 1, 12)",,3500.4,3519.8,158946.7
20001,"(1, 0, 1)","(2, 0, 2, 12)",,3512.4,3535.0,25113667.0
20001,"(1, 0, 1)","(2, 1, 0, 12)",,3153.3,3169.2,182976.3
20001,"(1, 0, 1)","(2, 1, 1, 12)",,3195.6,3214.6,191424.8
20001,"(1, 0, 1)","(2, 1, 2, 12)",,3248.3,3270.4,766439248.8
20001,"(1, 0, 2)","(0, 0, 0, 12)",,3773.0,3786.4,132176.7
20001,"(1, 0, 2)","(0, 0, 1, 12)",,3556.7,3573.1,121419.6
20001,"(1, 0, 2)","(0, 0, 2, 12)",,3575.6,3594.9,25036512.8
