zipcode,order,sorder,trend,AIC,BIC,CVRMSE
20010,"(2, 0, 0)","(1, 1, 0, 12)",,3173.9,3186.8,264755.2
20010,"(2, 0, 0)","(1, 1, 1, 12)",,3342.5,3358.6,120851.7
20010,"(2, 0, 0)","(1, 1, 2, 12)",,2999.0,3018.0,5.765304014241452e+71
20010,"(2, 0, 0)","(2, 0, 0, 12)",,3096.3,3112.4,143704.0
20010,"(2, 0, 0)","(2, 0, 1, 12)",,3260.9,3280.3,83551.6
20010,"(2, 0, 0)","(2, 0, 2, 12)",,3100.4,3123.0,323327.2
20010,"(2, 0, 0)","(2, 1, 0, 12)",,2963.7,2979.5,102426.7
20010,"(2, 0, 0)","(2, 1, 1, 12)",,3067.4,3086.3,1.298438387581861e+22
20010,"(2, 0, 0)","(2, 1, 2, 12)",,3024.2,3046.3,712984.1
20010,"(2, 0, 1)","(0, 0, 0, 12)",,3478.2,3491.6,124468.4
20010,"(2, 0, 1)","(0, 0, 1, 12)",,3476.2,3492.6,100018.6
20010,"(2, 0, 1)","(0, 0, 2, 12)",,3334.7,3354.0,516142.6
20010,"(2, 0, 1)","(0, 1, 0, 12)",,3410.4,3423.5,95399.4
20010,"(2, 0, 1)","(0, 1, 1, 12)",,3134.8,3150.9,105378.7
20010,"(2, 0, 1)","(0, 1, 2, 12)",,3184.3,3203.2,1.4490470718316583e+20
20010,"(2, 0, 1)","(1, 0, 0, 12)",,3188.9,3205.3,130349.7
20010,"(2, 0, 1)","(1, 0, 1, 12)",,3476.4,3496.1,317598.0
20010,"(2, 0, 1)","(1, 0, 2, 12)",,3234.8,3257.3,341410.3
20010,"(2, 0, 1)","(1, 1, 0, 12)",,3166.5,3182.6,263162.4
20010,"(2, 0, 1)","(1, 1, 1, 12)",,3299.5,3318.9,108925.5
20010,"(2, 0, 1)","(1, 1, 2, 12)",,3047.9,3070.0,599436955.3
20010,"(2, 0, 1)","(2, 0, 0, 12)",,3000.6,3019.9,134721.6
20010,"(2, 0, 1)","(2, 0, 1, 12)",,3224.4,3247.0,203887563629975.6
20010,"(2, 0, 1)","(2, 0, 2, 12)",,3351.7,3377.5,131270013431.3
20010,"(2, 0, 1)","(2, 1, 0, 12)",,2916.0,2934.9,306659.5
20010,"(2, 0, 1)","(2, 1, 1, 12)",,3028.6,3050.8,1.7896726369857e+18
20010,"(2, 0, 1)","(2, 1, 2, 12)",,3012.3,3037.6,425287.5
20010,"(2, 0, 2)","(0, 0, 0, 12)",,3423.0,3439.8,118743.8
20010,"(2, 0, 2)","(0, 0, 1, 12)",,4050.2,4069.9,275259.9
20010,"(2, 0, 2)","(0, 0, 2, 12)",,3604.1,3626.6,1.514621731590398e+42
20010,"(2, 0, 2)","(0, 1, 0, 12)",,3345.6,3362.0,124368.9
20010,"(2, 0, 2)","(0, 1, 1, 12)",,3519.9,3539.3,354481.0
20010,"(2, 0, 2)","(0, 1, 2, 12)",,3130.9,3153.0,2.09318040168154e+34
20010,"(2, 0, 2)","(1, 0, 0, 12)",,3175.2,3195.0,123890.0
20010,"(2, 0, 2)","(1, 0, 1, 12)",,3320.4,3343.4,124756.4
20010,"(2, 0, 2)","(1, 0, 2, 12)",,3145.2,3171.0,370123.6
20010,"(2, 0, 2)","(1, 1, 0, 12)",,3099.5,3118.8,300172.0
20010,"(2, 0, 2)","(1, 1, 1, 12)",,3260.7,3283.2,inf
20010,"(2, 0, 2)","(1, 1, 2, 12)",,2975.0,3000.2,2.6062933073680313e+28
20010,"(2, 0, 2)","(2, 0, 0, 12)",,3009.1,3031.7,121279.0
20010,"(2, 0, 2)","(2, 0, 1, 12)",,3660.9,3686.7,653692.7
20010,"(2, 0, 2)","(2, 0, 2, 12)",,3241.1,3270.1,663147855.7
20010,"(2, 0, 2)","(2, 1, 0, 12)",,2880.2,2902.3,10207108.7
20010,"(2, 0, 2)","(2, 1, 1, 12)",,3007.1,3032.4,275703.2
20010,"(2, 0, 2)","(2, 1, 2, 12)",,2981.5,3009.9,403959.0
20010,"(2, 1, 0)","(0, 0, 0, 12)",,3400.3,3410.3,78886.0
20010,"(2, 1, 0)","(0, 0, 1, 12)",,3227.9,3241.1,64182.3
20010,"(2, 1, 0)","(0, 0, 2, 12)",,3034.7,3050.9,320440.6
20010,"(2, 1, 0)","(0, 1, 0, 12)",,3329.4,3339.3,109059.5
20010,"(2, 1, 0)","(0, 1, 1, 12)",,3147.4,3160.3,103185.0
20010,"(2, 1, 0)","(0, 1, 2, 12)",,2928.2,2944.0,319734.8
20010,"(2, 1, 0)","(1, 0, 0, 12)",,3210.8,3223.9,86193.3
20010,"(2, 1, 0)","(1, 0, 1, 12)",,3202.6,3219.0,86302.5
20010,"(2, 1, 0)","(1, 0, 2, 12)",,3025.0,3044.3,319368.1
20010,"(2, 1, 0)","(1, 1, 0, 12)",,3106.2,3119.1,121019.9
20010,"(2, 1, 0)","(1, 1, 1, 12)",,3107.9,3124.0,139477.2
20010,"(2, 1, 0)","(1, 1, 2, 12)",,2932.4,2951.4,317813.5
20010,"(2, 1, 0)","(2, 0, 0, 12)",,3017.4,3033.5,195623.4
20010,"(2, 1, 0)","(2, 0, 1, 12)",,3009.3,3028.6,211256.2
20010,"(2, 1, 0)","(2, 0, 2, 12)",,3011.2,3033.8,320331.7
20010,"(2, 1, 0)","(2, 1, 0, 12)",,2891.3,2907.1,151941.6
20010,"(2, 1, 0)","(2, 1, 1, 12)",,2893.0,2911.9,88841.8
20010,"(2, 1, 0)","(2, 1, 2, 12)",,2890.4,2912.5,329095.5
20010,"(2, 1, 1)","(0, 0, 0, 12)",,3368.2,3381.6,75243.3
20010,"(2, 1, 1)","(0, 0, 1, 12)",,3152.4,3168.8,62596.4
20010,"(2, 1, 1)","(0, 0, 2, 12)",,2954.7,2974.1,316935.0
20010,"(2, 1, 1)","(0, 1, 0, 12)",,3397.4,3410.5,105729.4
20010,"(2, 1, 1)","(0, 1, 1, 12)",,3093.6,3109.7,1.5911839026097201e+147
20010,"(2, 1, 1)","(0, 1, 2, 12)",,2827.6,2846.5,304897.4
20010,"(2, 1, 1)","(1, 0, 0, 12)",,3163.8,3180.3,82565.3
20010,"(2, 1, 1)","(1, 0, 1, 12)",,3149.6,3169.3,83689.7
20010,"(2, 1, 1)","(1, 0, 2, 12)",,2953.5,2976.0,303514.0
20010,"(2, 1, 1)","(1, 1, 0, 12)",,3106.0,3122.1,145750.9
20010,"(2, 1, 1)","(1, 1, 1, 12)",,3084.9,3104.3,3.998221288150628e+148
20010,"(2, 1, 1)","(1, 1, 2, 12)",,2825.0,2847.1,321353.6
20010,"(2, 1, 1)","(2, 0, 0, 12)",,2971.8,2991.2,179814.5
20010,"(2, 1, 1)","(2, 0, 1, 12)",,2957.0,2979.6,209562.4
20010,"(2, 1, 1)","(2, 0, 2, 12)",,2979.6,3005.4,320436.4
20010,"(2, 1, 1)","(2, 1, 0, 12)",,2875.3,2894.2,1.5414390059453523e+145
20010,"(2, 1, 1)","(2, 1, 1, 12)",,2875.8,2897.9,2.4115572535124635e+147
20010,"(2, 1, 1)","(2, 1, 2, 12)",,2875.7,2900.9,331592.5
20010,"(2, 1, 2)","(0, 0, 0, 12)",,3325.7,3342.4,81588.4
20010,"(2, 1, 2)","(0, 0, 1, 12)",,3110.1,3129.7,64892.9
20010,"(2, 1, 2)","(0, 0, 2, 12)",,2923.5,2946.0,309261.6
20010,"(2, 1, 2)","(0, 1, 0, 12)",,3277.4,3293.8,98869.4
20010,"(2, 1, 2)","(0, 1, 1, 12)",,3038.7,3058.0,87737.6
20010,"(2, 1, 2)","(0, 1, 2, 12)",,2795.4,2817.4,311636.6
20010,"(2, 1, 2)","(1, 0, 0, 12)",,3140.5,3160.2,81380.6
20010,"(2, 1, 2)","(1, 0, 1, 12)",,3110.3,3133.3,95406.5
20010,"(2, 1, 2)","(1, 0, 2, 12)",,2925.3,2951.0,325936.2
20010,"(2, 1, 2)","(1, 1, 0, 12)",,3082.7,3102.0,127733.5
20010,"(2, 1, 2)","(1, 1, 1, 12)",,3038.0,3060.5,139022.7
20010,"(2, 1, 2)","(1, 1, 2, 12)",,2797.3,2822.5,320438.4
20010,"(2, 1, 2)","(2, 0, 0, 12)",,2945.0,2967.6,164985.1
20010,"(2, 1, 2)","(2, 0, 1, 12)",,2940.3,2966.1,85314.5
20010,"(2, 1, 2)","(2, 0, 2, 12)",,2928.2,2957.1,325048.8
20010,"(2, 1, 2)","(2, 1, 0, 12)",,2859.0,2881.1,252413.0
20010,"(2, 1, 2)","(2, 1, 1, 12)",,2838.4,2863.6,182098.7
20010,"(2, 1, 2)","(2, 1, 2, 12)",,2829.9,2858.2,329537.5
20007,"(0, 0, 0)","(0, 0, 0, 12)",,6355.8,6359.1,998492.7
20007,"(0, 0, 0)","(0, 0, 1, 12)",,1456092.3,1456098.8,978840.2
20007,"(0, 0, 0)","(0, 0, 2, 12)",,1408819.2,1408828.9,1060498.5
20007,"(0, 0, 0)","(0, 1, 0, 12)",,4953.7,4957.0,158283.7
20007,"(0, 0, 0)","(0, 1, 1, 12)",,4667.6,4674.1,158281.2
20007,"(0, 0, 0)","(0, 1, 2, 12)",,4318.1,4327.6,334232.9
20007,"(0, 0, 0)","(1, 0, 0, 12)",,4913.5,4920.1,159805.5
20007,"(0, 0, 0)","(1, 0, 1, 12)",,4873.2,4883.1,164686.2
20007,"(0, 0, 0)","(1, 0, 2, 12)",,7636.2,7649.2,14100225.5
20007,"(0, 0, 0)","(1, 1, 0, 12)",,4468.3,4474.8,214826.7
20007,"(0, 0, 0)","(1, 1, 1, 12)",,6191.3,6201.0,4329472196613.5
20007,"(0, 0, 0)","(1, 1, 2, 12)",,5203.6,5216.2,754322915.0
20007,"(0, 0, 0)","(2, 0, 0, 12)",,4468.9,4478.6,197849.2
20007,"(0, 0, 0)","(2, 0, 1, 12)",,7412.8,7425.7,3901211726.1
20007,"(0, 0, 0)","(2, 0, 2, 12)",,5792.6,5808.8,27464401738.1
20007,"(0, 0, 0)","(2, 1, 0, 12)",,4175.1,4184.6,192015.4
20007,"(0, 0, 0)","(2, 1, 1, 12)",,5407.3,5420.0,164368.2
20007,"(0, 0, 0)","(2, 1, 2, 12)",,5037.2,5053.0,762896695.9
20007,"(0, 0, 1)","(0, 0, 0, 12)",,6174.4,6181.1,992867.3
20007,"(0, 0, 1)","(0, 0, 1, 12)",,1517774.2,1517784.1,8690047.3
20007,"(0, 0, 1)","(0, 0, 2, 12)",,1333040.1,1333053.0,7347922185.5
20007,"(0, 0, 1)","(0, 1, 0, 12)",,5012.7,5019.3,155920.3
20007,"(0, 0, 1)","(0, 1, 1, 12)",,7140.1,7149.8,435455.8
20007,"(0, 0, 1)","(0, 1, 2, 12)",,5490.5,5503.2,347694.2
20007,"(0, 0, 1)","(1, 0, 0, 12)",,6276.3,6286.2,275426.0
20007,"(0, 0, 1)","(1, 0, 1, 12)",,5774.8,5788.0,278892.8
20007,"(0, 0, 1)","(1, 0, 2, 12)",,5593.4,5609.5,59130104.4
20007,"(0, 0, 1)","(1, 1, 0, 12)",,4512.8,4522.6,198788.2
20007,"(0, 0, 1)","(1, 1, 1, 12)",,6253.1,6266.0,1.1159531382214912e+20
20007,"(0, 0, 1)","(1, 1, 2, 12)",,5429.1,5444.9,432548.6
20007,"(0, 0, 1)","(2, 0, 0, 12)",,5483.4,5496.4,194044.6
20007,"(0, 0, 1)","(2, 0, 1, 12)",,5692.7,5708.9,1658336193.1
20007,"(0, 0, 1)","(2, 0, 2, 12)",,5594.8,5614.2,5240147517357.7
20007,"(0, 0, 1)","(2, 1, 0, 12)",,4226.2,4238.9,190135.1
20007,"(0, 0, 1)","(2, 1, 1, 12)",,5549.2,5565.1,16433443991846.8
20007,"(0, 0, 1)","(2, 1, 2, 12)",,5231.2,5250.2,289134219.4
20007,"(0, 0, 2)","(0, 0, 0, 12)",,6113.2,6123.2,990292.5
20007,"(0, 0, 2)","(0, 0, 1, 12)",,1492118.7,1492131.8,328451625.3
20007,"(0, 0, 2)","(0, 0, 2, 12)",,2247613.3,2247629.4,35953102.6
20007,"(0, 0, 2)","(0, 1, 0, 12)",,5227.1,5236.9,156231.3
20007,"(0, 0, 2)","(0, 1, 1, 12)",,67118.6,67131.4,2591518484550219.0
20007,"(0, 0, 2)","(0, 1, 2, 12)",,5464.6,5480.4,393080.8
20007,"(0, 0, 2)","(1, 0, 0, 12)",,6836.7,6849.9,541806.8
20007,"(0, 0, 2)","(1, 0, 1, 12)",,622894.8,622911.2,613950.4
20007,"(0, 0, 2)","(1, 0, 2, 12)",,164595.2,164614.5,621158.0
20007,"(0, 0, 2)","(1, 1, 0, 12)",,4510.2,4523.2,1181946.7
20007,"(0, 0, 2)","(1, 1, 1, 12)",,4657.6,4673.7,2087166575344428.8
20007,"(0, 0, 2)","(1, 1, 2, 12)",,5839.0,5857.9,94649512456.7
20007,"(0, 0, 2)","(2, 0, 0, 12)",,5681.8,5698.0,13347804.1
20007,"(0, 0, 2)","(2, 0, 1, 12)",,211543.2,211562.6,52801809.2
20007,"(0, 0, 2)","(2, 0, 2, 12)",,5405.1,5427.7,1052921.7
20007,"(0, 0, 2)","(2, 1, 0, 12)",,4220.8,4236.6,745881.6
20007,"(0, 0, 2)","(2, 1, 1, 12)",,5991.6,6010.6,5842565584358.3
20007,"(0, 0, 2)","(2, 1, 2, 12)",,5778.2,5800.3,20213967782007.0
20007,"(0, 1, 0)","(0, 0, 0, 12)",,4227.0,4230.4,127055.9
20007,"(0, 1, 0)","(0, 0, 1, 12)",,3958.6,3965.2,99853.2
20007,"(0, 1, 0)","(0, 0, 2, 12)",,3681.3,3690.9,308394.0
20007,"(0, 1, 0)","(0, 1, 0, 12)",,3939.3,3942.6,85310.9
20007,"(0, 1, 0)","(0, 1, 1, 12)",,3689.8,3696.2,81673.6
20007,"(0, 1, 0)","(0, 1, 2, 12)",,3454.0,3463.5,331307.3
20007,"(0, 1, 0)","(1, 0, 0, 12)",,3926.1,3932.7,124435.2
20007,"(0, 1, 0)","(1, 0, 1, 12)",,3904.8,3914.7,126012.4
20007,"(0, 1, 0)","(1, 0, 2, 12)",,3674.7,3687.6,319525.0
20007,"(0, 1, 0)","(1, 1, 0, 12)",,3685.0,3691.4,88057.3
20007,"(0, 1, 0)","(1, 1, 1, 12)",,3666.7,3676.4,86792.2
20007,"(0, 1, 0)","(1, 1, 2, 12)",,3437.2,3449.8,40853404.8
20007,"(0, 1, 0)","(2, 0, 0, 12)",,3674.4,3684.1,116722.0
20007,"(0, 1, 0)","(2, 0, 1, 12)",,3676.3,3689.2,127826.7
20007,"(0, 1, 0)","(2, 0, 2, 12)",,3658.4,3674.5,333923.8
20007,"(0, 1, 0)","(2, 1, 0, 12)",,3451.3,3460.8,88943.9
20007,"(0, 1, 0)","(2, 1, 1, 12)",,3452.1,3464.7,91099.0
20007,"(0, 1, 0)","(2, 1, 2, 12)",,3438.3,3454.1,328216.6
20007,"(0, 1, 1)","(0, 0, 0, 12)",,4032.5,4039.1,125462.4
20007,"(0, 1, 1)","(0, 0, 1, 12)",,3793.0,3802.8,99452.0
20007,"(0, 1, 1)","(0, 0, 2, 12)",,3421.4,3434.3,305100.1
20007,"(0, 1, 1)","(0, 1, 0, 12)",,3952.6,3959.1,83117.0
20007,"(0, 1, 1)","(0, 1, 1, 12)",,3551.0,3560.6,617845.2
20007,"(0, 1, 1)","(0, 1, 2, 12)",,3267.4,3280.0,327256.5
20007,"(0, 1, 1)","(1, 0, 0, 12)",,3844.0,3853.9,125116.5
20007,"(0, 1, 1)","(1, 0, 1, 12)",,3821.1,3834.2,160556.9
20007,"(0, 1, 1)","(1, 0, 2, 12)",,3557.6,3573.7,318845.1
20007,"(0, 1, 1)","(1, 1, 0, 12)",,3557.0,3566.7,87761.6
20007,"(0, 1, 1)","(1, 1, 1, 12)",,3512.7,3525.5,140595.7
20007,"(0, 1, 1)","(1, 1, 2, 12)",,3266.9,3282.6,41053694.8
20007,"(0, 1, 1)","(2, 0, 0, 12)",,3596.7,3609.7,136871.3
20007,"(0, 1, 1)","(2, 0, 1, 12)",,3598.7,3614.9,121953.1
20007,"(0, 1, 1)","(2, 0, 2, 12)",,3559.6,3578.9,308722.2
20007,"(0, 1, 1)","(2, 1, 0, 12)",,3296.5,3309.2,82417.9
20007,"(0, 1, 1)","(2, 1, 1, 12)",,3298.5,3314.3,82417.8
20007,"(0, 1, 1)","(2, 1, 2, 12)",,3262.5,3281.4,322402.7
20007,"(0, 1, 2)","(0, 0, 0, 12)",,3744.2,3754.2,123458.0
20007,"(0, 1, 2)","(0, 0, 1, 12)",,3460.1,3473.2,99047.4
20007,"(0, 1, 2)","(0, 0, 2, 12)",,3222.5,3238.6,304570.2
20007,"(0, 1, 2)","(0, 1, 0, 12)",,3649.8,3659.6,81564.4
20007,"(0, 1, 2)","(0, 1, 1, 12)",,3398.0,3410.8,51294271798.9
20007,"(0, 1, 2)","(0, 1, 2, 12)",,3040.0,3055.8,324057.1
20007,"(0, 1, 2)","(1, 0, 0, 12)",,3788.4,3801.6,123771.5
20007,"(0, 1, 2)","(1, 0, 1, 12)",,3461.5,3477.9,101066.0
20007,"(0, 1, 2)","(1, 0, 2, 12)",,3501.3,3520.5,322396.0
20007,"(0, 1, 2)","(1, 1, 0, 12)",,3439.6,3452.5,82283.1
20007,"(0, 1, 2)","(1, 1, 1, 12)",,3387.9,3404.0,201807440438.3
20007,"(0, 1, 2)","(1, 1, 2, 12)",,3164.9,3183.8,40358012.2
20007,"(0, 1, 2)","(2, 0, 0, 12)",,3557.0,3573.1,123494.7
20007,"(0, 1, 2)","(2, 0, 1, 12)",,3559.0,3578.4,130895.8
20007,"(0, 1, 2)","(2, 0, 2, 12)",,3258.1,3280.6,316596.5
20007,"(0, 1, 2)","(2, 1, 0, 12)",,3219.9,3235.7,73667.2
20007,"(0, 1, 2)","(2, 1, 1, 12)",,3221.8,3240.8,82234.2
20007,"(0, 1, 2)","(2, 1, 2, 12)",,3161.2,3183.3,315211.3
20007,"(1, 0, 0)","(0, 0, 0, 12)",,4183.9,4190.6,127737.3
20007,"(1, 0, 0)","(0, 0, 1, 12)",,4135.2,4145.1,160598.8
20007,"(1, 0, 0)","(0, 0, 2, 12)",,3805.5,3818.4,1272539.7
20007,"(1, 0, 0)","(0, 1, 0, 12)",,3960.4,3967.0,182641.4
20007,"(1, 0, 0)","(0, 1, 1, 12)",,3729.7,3739.4,182124.5
20007,"(1, 0, 0)","(0, 1, 2, 12)",,3466.2,3478.8,379297.8
20007,"(1, 0, 0)","(1, 0, 0, 12)",,3911.4,3921.3,134695.9
20007,"(1, 0, 0)","(1, 0, 1, 12)",,3930.8,3944.0,135563.3
20007,"(1, 0, 0)","(1, 0, 2, 12)",,3799.4,3815.6,302034.6
20007,"(1, 0, 0)","(1, 1, 0, 12)",,3690.4,3700.1,135275.6
20007,"(1, 0, 0)","(1, 1, 1, 12)",,4060.0,4072.9,293333.8
20007,"(1, 0, 0)","(1, 1, 2, 12)",,3525.6,3541.4,415625.6
20007,"(1, 0, 0)","(2, 0, 0, 12)",,3672.0,3684.9,116565.9
20007,"(1, 0, 0)","(2, 0, 1, 12)",,3777.5,3793.7,1774624.1
20007,"(1, 0, 0)","(2, 0, 2, 12)",,3776.5,3795.9,431729.6
20007,"(1, 0, 0)","(2, 1, 0, 12)",,3456.3,3469.0,89142.0
20007,"(1, 0, 0)","(2, 1, 1, 12)",,4041.1,4056.9,5618850.1
20007,"(1, 0, 0)","(2, 1, 2, 12)",,3985.6,4004.6,354503.2
20007,"(1, 0, 1)","(0, 0, 0, 12)",,3981.2,3991.3,123362.4
20007,"(1, 0, 1)","(0, 0, 1, 12)",,3749.6,3762.7,341055.8
20007,"(1, 0, 1)","(0, 0, 2, 12)",,3564.8,3580.9,424817.1
20007,"(1, 0, 1)","(0, 1, 0, 12)",,3883.4,3893.2,157018.2
20007,"(1, 0, 1)","(0, 1, 1, 12)",,5055.0,5067.9,12799071950.9
20007,"(1, 0, 1)","(0, 1, 2, 12)",,3228.7,3244.5,438919.3
20007,"(1, 0, 1)","(1, 0, 0, 12)",,3776.9,3790.1,131524.1
20007,"(1, 0, 1)","(1, 0, 1, 12)",,3894.2,3910.6,187575.7
20007,"(1, 0, 1)","(1, 0, 2, 12)",,3989.2,4008.6,439064.3
20007,"(1, 0, 1)","(1, 1, 0, 12)",,3554.3,3567.2,153255.1
20007,"(1, 0, 1)","(1, 1, 1, 12)",,4140.2,4156.3,238610176965978.6
20007,"(1, 0, 1)","(1, 1, 2, 12)",,3628.8,3647.8,348900.8
20007,"(1, 0, 1)","(2, 0, 0, 12)",,3541.7,3557.9,119809.5
20007,"(1, 0, 1)","(2, 0, 1, 12)",,3579.3,3598.7,3959291.2
20007,"(1, 0, 1)","(2, 0, 2, 12)",,3927.1,3949.6,435198.7
20007,"(1, 0, 1)","(2, 1, 0, 12)",,3292.7,3308.5,148411.3
20007,"(1, 0, 1)","(2, 1, 1, 12)",,3770.9,3789.9,1103336.1
20007,"(1, 0, 1)","(2, 1, 2, 12)",,3607.8,3629.9,396694.5
20007,"(1, 0, 2)","(0, 0, 0, 12)",,3899.9,3913.3,118194.0
20007,"(1, 0, 2)","(0, 0, 1, 12)",,3676.8,3693.2,336394.2
20007,"(1, 0, 2)","(0, 0, 2, 12)",,4605.6,4624.9,1557204.5
20007,"(1, 0, 2)","(0, 1, 0, 12)",,4017.4,4030.6,143593.1
20007,"(1, 0, 2)","(0, 1, 1, 12)",,4881.5,4897.6,3.0250667837102835e+72
20007,"(1, 0, 2)","(0, 1, 2, 12)",,3201.7,3220.7,367761.5
20007,"(1, 0, 2)","(1, 0, 0, 12)",,3716.9,3733.3,127974.8
20007,"(1, 0, 2)","(1, 0, 1, 12)",,3698.8,3718.5,150188.6
20007,"(1, 0, 2)","(1, 0, 2, 12)",,4177.3,4199.9,596802.8
20007,"(1, 0, 2)","(1, 1, 0, 12)",,3569.4,3585.5,156770.5
20007,"(1, 0, 2)","(1, 1, 1, 12)",,3991.4,4010.7,163151363375998.8
20007,"(1, 0, 2)","(1, 1, 2, 12)",,3565.1,3587.2,360826.1
20007,"(1, 0, 2)","(2, 0, 0, 12)",,3493.7,3513.1,113999.9
20007,"(1, 0, 2)","(2, 0, 1, 12)",,3668.8,3691.4,142830.9
20007,"(1, 0, 2)","(2, 0, 2, 12)",,4315.6,4341.3,456100.6
20007,"(1, 0, 2)","(2, 1, 0, 12)",,3218.4,3237.4,168717.1
20007,"(1, 0, 2)","(2, 1, 1, 12)",,3692.9,3715.0,43443816.3
20007,"(1, 0, 2)","(2, 1, 2, 12)",,3680.3,3705.5,359256.4
20007,"(1, 1, 0)","(0, 0, 0, 12)",,3687.5,3694.2,63094.4
20007,"(1, 1, 0)","(0, 0, 1, 12)",,3484.1,3494.0,64192.6
20007,"(1, 1, 0)","(0, 0, 2, 12)",,3282.8,3295.7,307402.0
20007,"(1, 1, 0)","(0, 1, 0, 12)",,3627.8,3634.4,69529.4
20007,"(1, 1, 0)","(0, 1, 1, 12)",,3402.6,3412.3,65378.2
20007,"(1, 1, 0)","(0, 1, 2, 12)",,3156.5,3169.1,302356.1
20007,"(1, 1, 0)","(1, 0, 0, 12)",,3482.3,3492.1,85058.4
20007,"(1, 1, 0)","(1, 0, 1, 12)",,3486.1,3499.3,75321.3
20007,"(1, 1, 0)","(1, 0, 2, 12)",,3284.5,3300.6,322516.5
20007,"(1, 1, 0)","(1, 1, 0, 12)",,3353.5,3363.2,63716.1
20007,"(1, 1, 0)","(1, 1, 1, 12)",,3363.3,3376.2,67038.0
20007,"(1, 1, 0)","(1, 1, 2, 12)",,3150.0,3165.8,15234228259800.4
20007,"(1, 1, 0)","(2, 0, 0, 12)",,3282.5,3295.4,78895.2
20007,"(1, 1, 0)","(2, 0, 1, 12)",,3284.5,3300.6,5207062.9
20007,"(1, 1, 0)","(2, 0, 2, 12)",,3286.4,3305.7,377415.4
20007,"(1, 1, 0)","(2, 1, 0, 12)",,3125.6,3138.2,7209070.9
20007,"(1, 1, 0)","(2, 1, 1, 12)",,3139.0,3154.8,77935.0
20007,"(1, 1, 0)","(2, 1, 2, 12)",,3140.9,3159.8,322481.6
20007,"(1, 1, 1)","(0, 0, 0, 12)",,3640.9,3650.9,66081.6
20007,"(1, 1, 1)","(0, 0, 1, 12)",,3333.3,3346.4,62150.2
20007,"(1, 1, 1)","(0, 0, 2, 12)",,3139.6,3155.7,305871.3
20007,"(1, 1, 1)","(0, 1, 0, 12)",,3585.0,3594.9,65471.9
20007,"(1, 1, 1)","(0, 1, 1, 12)",,3274.3,3287.2,7498905.1
20007,"(1, 1, 1)","(0, 1, 2, 12)",,3025.1,3040.8,379529.2
20007,"(1, 1, 1)","(1, 0, 0, 12)",,3350.2,3363.4,61605.4
20007,"(1, 1, 1)","(1, 0, 1, 12)",,3332.1,3348.6,73297.2
20007,"(1, 1, 1)","(1, 0, 2, 12)",,3141.1,3160.4,314924.2
20007,"(1, 1, 1)","(1, 1, 0, 12)",,3290.8,3303.7,76358.7
20007,"(1, 1, 1)","(1, 1, 1, 12)",,3310.7,3326.8,12706402.0
20007,"(1, 1, 1)","(1, 1, 2, 12)",,3015.7,3034.6,43797123.8
20007,"(1, 1, 1)","(2, 0, 0, 12)",,3156.1,3172.2,83201.8
20007,"(1, 1, 1)","(2, 0, 1, 12)",,3156.9,3176.3,77933.9
20007,"(1, 1, 1)","(2, 0, 2, 12)",,3142.4,3164.9,321483.8
20007,"(1, 1, 1)","(2, 1, 0, 12)",,3028.0,3043.8,59965.8
20007,"(1, 1, 1)","(2, 1, 1, 12)",,3029.3,3048.2,61314.6
20007,"(1, 1, 1)","(2, 1, 2, 12)",,3008.4,3030.5,628786.4
20007,"(1, 1, 2)","(0, 0, 0, 12)",,3489.9,3503.3,66684.8
20007,"(1, 1, 2)","(0, 0, 1, 12)",,3314.9,3331.3,54988.8
20007,"(1, 1, 2)","(0, 0, 2, 12)",,3089.1,3108.4,308775.3
20007,"(1, 1, 2)","(0, 1, 0, 12)",,3524.6,3537.7,68399.5
20007,"(1, 1, 2)","(0, 1, 1, 12)",,3173.5,3189.6,118388.8
20007,"(1, 1, 2)","(0, 1, 2, 12)",,2972.6,2991.5,23824678614.0
20007,"(1, 1, 2)","(1, 0, 0, 12)",,3309.4,3325.8,76139.6
20007,"(1, 1, 2)","(1, 0, 1, 12)",,3279.7,3299.4,90792.1
20007,"(1, 1, 2)","(1, 0, 2, 12)",,3104.0,3126.5,312062.5
20007,"(1, 1, 2)","(1, 1, 0, 12)",,3278.5,3294.6,79904.7
20007,"(1, 1, 2)","(1, 1, 1, 12)",,3182.4,3201.7,278874.6
20007,"(1, 1, 2)","(1, 1, 2, 12)",,3004.5,3026.5,18530530279.4
20007,"(1, 1, 2)","(2, 0, 0, 12)",,3153.7,3173.0,91702.1
20007,"(1, 1, 2)","(2, 0, 1, 12)",,3155.4,3177.9,87285.8
20007,"(1, 1, 2)","(2, 0, 2, 12)",,3111.0,3136.7,327114.9
20007,"(1, 1, 2)","(2, 1, 0, 12)",,2991.1,3010.0,4089484.9
20007,"(1, 1, 2)","(2, 1, 1, 12)",,2991.0,3013.1,64046.6
20007,"(1, 1, 2)","(2, 1, 2, 12)",,2961.1,2986.2,376565454.3
20007,"(2, 0, 0)","(0, 0, 0, 12)",,3688.2,3698.3,83152.9
20007,"(2, 0, 0)","(0, 0, 1, 12)",,4034.7,4047.8,130966.2
20007,"(2, 0, 0)","(0, 0, 2, 12)",,3713.7,3729.9,588998.7
20007,"(2, 0, 0)","(0, 1, 0, 12)",,3625.1,3635.0,153086.5
20007,"(2, 0, 0)","(0, 1, 1, 12)",,3441.5,3454.4,160444.2
